OID,Country or Area,Year,Description,Magnitude,Value
17861...ZF...,IRELAND,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.59618
13661B..ZF...,ITALY,1959,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.42417
13661...ZF...,ITALY,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.26884
13861...ZF...,NETHERLANDS,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.12
19661...ZF...,NEW ZEALAND,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.85
14261...ZF...,NORWAY,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.61
56461...ZF...,PAKISTAN,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.25
18261...ZF...,PORTUGAL,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.45
19961...ZF...,SOUTH AFRICA,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.25
14461...ZF...,SWEDEN,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.2825
14661...ZF...,SWITZERLAND,1959,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.08
11261A..ZF...,UNITED KINGDOM,1959,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.54
11261...ZF...,UNITED KINGDOM,1959,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.19
11161A..ZF...,UNITED STATES,1959,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.46
11161...ZF...,UNITED STATES,1959,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.33333
19361A..ZF...,AUSTRALIA,1960,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.39
19361...ZF...,AUSTRALIA,1960,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,4.99
12461...ZF...,BELGIUM,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.22107
15661A..ZF...,CANADA,1960,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.51917
15661...ZF...,CANADA,1960,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.185
12861A..ZF...,DENMARK,1960,MORTGAGE BOND YIELD,PERCENT PER ANNU,6.04
12861...ZF...,DENMARK,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.76
13261...ZF...,FRANCE,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.16492
13461...ZF...,GERMANY,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.38933
53461...ZF...,INDIA,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.07
17861...ZF...,IRELAND,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.98023
13661B..ZF...,ITALY,1960,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.25833
13661...ZF...,ITALY,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.74007
13861...ZF...,NETHERLANDS,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.21
19661...ZF...,NEW ZEALAND,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.83
14261...ZF...,NORWAY,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.58
56461...ZF...,PAKISTAN,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.5
18261...ZF...,PORTUGAL,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.46
19961...ZF...,SOUTH AFRICA,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.29333
14461...ZF...,SWEDEN,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.18333
14661...ZF...,SWITZERLAND,1960,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.09
11261A..ZF...,UNITED KINGDOM,1960,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.6
11261...ZF...,UNITED KINGDOM,1960,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.77
11161A..ZF...,UNITED STATES,1960,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,3.98083
11161...ZF...,UNITED STATES,1960,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.11667
19361A..ZF...,AUSTRALIA,1961,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.99
19361...ZF...,AUSTRALIA,1961,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.27
12461...ZF...,BELGIUM,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.69786
15661A..ZF...,CANADA,1961,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.375
15661...ZF...,CANADA,1961,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.04583
12861A..ZF...,DENMARK,1961,MORTGAGE BOND YIELD,PERCENT PER ANNU,6.6
12861...ZF...,DENMARK,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.03
13261...ZF...,FRANCE,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.06915
13461...ZF...,GERMANY,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.89017
53461...ZF...,INDIA,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.11
17861...ZF...,IRELAND,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.62764
13661B..ZF...,ITALY,1961,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,4.9675
13661...ZF...,ITALY,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.91054
13861...ZF...,NETHERLANDS,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.91
19661...ZF...,NEW ZEALAND,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.08
14261...ZF...,NORWAY,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.64
56461...ZF...,PAKISTAN,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.69
18261...ZF...,PORTUGAL,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.82
19961...ZF...,SOUTH AFRICA,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.77333
14461...ZF...,SWEDEN,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.33167
14661...ZF...,SWITZERLAND,1961,GOVERNMENT BOND YIELD,PERCENT PER ANNU,2.96
11261A..ZF...,UNITED KINGDOM,1961,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.98
11261...ZF...,UNITED KINGDOM,1961,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,6.28
11161A..ZF...,UNITED STATES,1961,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,3.535
11161...ZF...,UNITED STATES,1961,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,3.8825
19361A..ZF...,AUSTRALIA,1962,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.29
19361...ZF...,AUSTRALIA,1962,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,4.92
12461...ZF...,BELGIUM,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.94861
15661A..ZF...,CANADA,1962,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.6
15661...ZF...,CANADA,1962,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.11333
12861A..ZF...,DENMARK,1962,MORTGAGE BOND YIELD,PERCENT PER ANNU,6.58
12861...ZF...,DENMARK,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.32
13261...ZF...,FRANCE,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.0093
13461...ZF...,GERMANY,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.89017
53461...ZF...,INDIA,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.36
17861...ZF...,IRELAND,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.64958
13661B..ZF...,ITALY,1962,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.0475
13661...ZF...,ITALY,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.47562
34361...ZF...,JAMAICA,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.33
13861...ZF...,NETHERLANDS,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.21
19661...ZF...,NEW ZEALAND,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.25
14261...ZF...,NORWAY,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.95
56461...ZF...,PAKISTAN,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.8
18261...ZF...,PORTUGAL,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.95833
19961...ZF...,SOUTH AFRICA,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.38667
14461...ZF...,SWEDEN,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.98917
14661...ZF...,SWITZERLAND,1962,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.13
11261A..ZF...,UNITED KINGDOM,1962,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.31
11261...ZF...,UNITED KINGDOM,1962,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.9
11161A..ZF...,UNITED STATES,1962,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,3.47167
11161...ZF...,UNITED STATES,1962,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,3.94583
19361A..ZF...,AUSTRALIA,1963,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,3.82
19361...ZF...,AUSTRALIA,1963,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,4.58
12461...ZF...,BELGIUM,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.65345
15661A..ZF...,CANADA,1963,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.48
15661...ZF...,CANADA,1963,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.09
12861A..ZF...,DENMARK,1963,MORTGAGE BOND YIELD,PERCENT PER ANNU,6.45
12861...ZF...,DENMARK,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.45
13261...ZF...,FRANCE,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.94944
13461...ZF...,GERMANY,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.08983
53461...ZF...,INDIA,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.68
17861...ZF...,IRELAND,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.01315
13661B..ZF...,ITALY,1963,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.19
13661...ZF...,ITALY,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.77552
34361...ZF...,JAMAICA,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.11
13861...ZF...,NETHERLANDS,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.23
19661...ZF...,NEW ZEALAND,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.15
14261...ZF...,NORWAY,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.96
56461...ZF...,PAKISTAN,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.87
18261...ZF...,PORTUGAL,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.18167
19961...ZF...,SOUTH AFRICA,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.75
14461...ZF...,SWEDEN,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.925
14661...ZF...,SWITZERLAND,1963,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.25
11261A..ZF...,UNITED KINGDOM,1963,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.83
11261...ZF...,UNITED KINGDOM,1963,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.43
11161A..ZF...,UNITED STATES,1963,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,3.66917
11161...ZF...,UNITED STATES,1963,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.0025
19361A..ZF...,AUSTRALIA,1964,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.12
19361...ZF...,AUSTRALIA,1964,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,4.72
12461...ZF...,BELGIUM,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.33459
15661A..ZF...,CANADA,1964,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.72083
15661...ZF...,CANADA,1964,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.18417
12861A..ZF...,DENMARK,1964,MORTGAGE BOND YIELD,PERCENT PER ANNU,7.07
12861...ZF...,DENMARK,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.24
13261...ZF...,FRANCE,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.08112
13461...ZF...,GERMANY,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.18967
53461...ZF...,INDIA,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.73
17861...ZF...,IRELAND,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.50693
13661B..ZF...,ITALY,1964,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.73833
13661...ZF...,ITALY,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.01539
34361...ZF...,JAMAICA,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.92
13861...ZF...,NETHERLANDS,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.92
19661...ZF...,NEW ZEALAND,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.06
14261...ZF...,NORWAY,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.94
56461...ZF...,PAKISTAN,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.9
18261...ZF...,PORTUGAL,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.94333
19961...ZF...,SOUTH AFRICA,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.77083
14461...ZF...,SWEDEN,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.64
14661...ZF...,SWITZERLAND,1964,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.97
11261A..ZF...,UNITED KINGDOM,1964,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.54
11261...ZF...,UNITED KINGDOM,1964,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.98
11161A..ZF...,UNITED STATES,1964,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.03083
11161...ZF...,UNITED STATES,1964,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.18667
19361A..ZF...,AUSTRALIA,1965,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.85
19361...ZF...,AUSTRALIA,1965,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.21
12261...ZF...,AUSTRIA,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.52
12461...ZF...,BELGIUM,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.36424
15661A..ZF...,CANADA,1965,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.89917
15661...ZF...,CANADA,1965,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.20833
12861A..ZF...,DENMARK,1965,MORTGAGE BOND YIELD,PERCENT PER ANNU,8.62
12861...ZF...,DENMARK,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.35
13261...ZF...,FRANCE,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.30857
13461...ZF...,GERMANY,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.08817
53461...ZF...,INDIA,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.32
17861...ZF...,IRELAND,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.84709
13661B..ZF...,ITALY,1965,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.39
13661...ZF...,ITALY,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.56869
34361...ZF...,JAMAICA,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.95
13861...ZF...,NETHERLANDS,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.5
19661...ZF...,NEW ZEALAND,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.1
14261...ZF...,NORWAY,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.99
56461...ZF...,PAKISTAN,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.2
18261...ZF...,PORTUGAL,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.87
19961...ZF...,SOUTH AFRICA,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.60417
14461...ZF...,SWEDEN,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.17917
14661...ZF...,SWITZERLAND,1965,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.95
11261A..ZF...,UNITED KINGDOM,1965,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,6.57
11261...ZF...,UNITED KINGDOM,1965,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,6.56
11161A..ZF...,UNITED STATES,1965,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.2175
11161...ZF...,UNITED STATES,1965,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.2825
19361A..ZF...,AUSTRALIA,1966,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.92
19361...ZF...,AUSTRALIA,1966,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.25
12261...ZF...,AUSTRIA,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.93
12461...ZF...,BELGIUM,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.54212
15661A..ZF...,CANADA,1966,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,5.54833
15661...ZF...,CANADA,1966,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.69
12861A..ZF...,DENMARK,1966,MORTGAGE BOND YIELD,PERCENT PER ANNU,8.74
12861...ZF...,DENMARK,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.86
13261...ZF...,FRANCE,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.46418
13461...ZF...,GERMANY,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.0865
53461...ZF...,INDIA,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.54
17861...ZF...,IRELAND,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.63714
13661B..ZF...,ITALY,1966,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.4875
13661...ZF...,ITALY,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.19302
34361...ZF...,JAMAICA,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.08
15861...ZF...,JAPAN,1966,GOVENMENT BOND YIELD,PERCENT PER ANNU,6.86
13861...ZF...,NETHERLANDS,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.59
19661...ZF...,NEW ZEALAND,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.28
14261...ZF...,NORWAY,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5
56461...ZF...,PAKISTAN,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.48
18261...ZF...,PORTUGAL,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.96333
19961...ZF...,SOUTH AFRICA,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.25
14461...ZF...,SWEDEN,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.56917
14661...ZF...,SWITZERLAND,1966,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.16
11261A..ZF...,UNITED KINGDOM,1966,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,6.77
11261...ZF...,UNITED KINGDOM,1966,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,6.94
11161A..ZF...,UNITED STATES,1966,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,5.23
11161...ZF...,UNITED STATES,1966,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.92333
19361A..ZF...,AUSTRALIA,1967,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.55
19361...ZF...,AUSTRALIA,1967,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.25
12261...ZF...,AUSTRIA,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.24
12461...ZF...,BELGIUM,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.62118
15661A..ZF...,CANADA,1967,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,5.64
15661...ZF...,CANADA,1967,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.93667
12861A..ZF...,DENMARK,1967,MORTGAGE BOND YIELD,PERCENT PER ANNU,9.06
12861...ZF...,DENMARK,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.17
13261...ZF...,FRANCE,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.77542
13461...ZF...,GERMANY,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.98833
53461...ZF...,INDIA,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.52
17861...ZF...,IRELAND,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.67006
13661B..ZF...,ITALY,1967,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.58917
13661...ZF...,ITALY,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.26326
34361...ZF...,JAMAICA,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.21
15861...ZF...,JAPAN,1967,GOVENMENT BOND YIELD,PERCENT PER ANNU,6.9125
13861...ZF...,NETHERLANDS,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.18
19661...ZF...,NEW ZEALAND,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.51
14261...ZF...,NORWAY,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5
56461...ZF...,PAKISTAN,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.47
18261...ZF...,PORTUGAL,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.00417
19961...ZF...,SOUTH AFRICA,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.5
14461...ZF...,SWEDEN,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.06083
14661...ZF...,SWITZERLAND,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.61
36961...ZF...,TRINIDAD AND TOBAGO,1967,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8
11261A..ZF...,UNITED KINGDOM,1967,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,6.66
11261...ZF...,UNITED KINGDOM,1967,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,6.8
11161A..ZF...,UNITED STATES,1967,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,5.03917
11161...ZF...,UNITED STATES,1967,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,5.07333
19361A..ZF...,AUSTRALIA,1968,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.81
19361...ZF...,AUSTRALIA,1968,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.21
12261...ZF...,AUSTRIA,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.74
12461...ZF...,BELGIUM,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.46306
15661A..ZF...,CANADA,1968,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,6.6775
15661...ZF...,CANADA,1968,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,6.74833
12861A..ZF...,DENMARK,1968,MORTGAGE BOND YIELD,PERCENT PER ANNU,8.69
12861...ZF...,DENMARK,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.43
13261...ZF...,FRANCE,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.01484
13461...ZF...,GERMANY,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.48917
53461...ZF...,INDIA,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.07
17861...ZF...,IRELAND,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.07606
13661B..ZF...,ITALY,1968,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.60833
13661...ZF...,ITALY,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.34061
34361...ZF...,JAMAICA,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.25
15861...ZF...,JAPAN,1968,GOVENMENT BOND YIELD,PERCENT PER ANNU,7.03333
13861...ZF...,NETHERLANDS,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.49
19661...ZF...,NEW ZEALAND,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.53
14261...ZF...,NORWAY,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.94
56461...ZF...,PAKISTAN,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.76
18261...ZF...,PORTUGAL,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.1075
19961...ZF...,SOUTH AFRICA,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.5
14461...ZF...,SWEDEN,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.30333
14661...ZF...,SWITZERLAND,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.37
36961...ZF...,TRINIDAD AND TOBAGO,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.96
11261A..ZF...,UNITED KINGDOM,1968,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,7.59
11261...ZF...,UNITED KINGDOM,1968,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,7.55
11161A..ZF...,UNITED STATES,1968,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,5.685
11161...ZF...,UNITED STATES,1968,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,5.64583
69861...ZF...,ZIMBABWE,1968,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.25
19361A..ZF...,AUSTRALIA,1969,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.25
19361...ZF...,AUSTRALIA,1969,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.71417
12261...ZF...,AUSTRIA,1969,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.52
12461...ZF...,BELGIUM,1969,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.11529
15661A..ZF...,CANADA,1969,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,7.66333
15661...ZF...,CANADA,1969,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,7.58417
12861A..ZF...,DENMARK,1969,MORTGAGE BOND YIELD,PERCENT PER ANNU,9.66
12861...ZF...,DENMARK,1969,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.34
